pathway,n_genes_pathway,n_genes_found,mean_rank,median_rank,pvalue,u_statistic,fdr_q
Sphingosine Metabolic Process (GO:0006670),19,1,3480.0,3480.0,0.8823529411764713,3479.0,0.9638936480741173
Sphingosine Biosynthetic Process (GO:0046512),13,1,3480.0,3480.0,0.8823529411764713,3479.0,0.9638936480741173
Negative Regulation Of Protein Localization To Cell Periphery (GO:1904376),20,1,3488.0,3488.0,0.8843813387423942,3487.0,0.9651011798285424
Negative Regulation Of Protein Localization To Plasma Membrane (GO:1903077),20,1,3488.0,3488.0,0.8843813387423942,3487.0,0.9651011798285424
Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385),29,4,2668.75,2737.5,0.8846057094717872,10665.0,0.9651011798285424
Second-Messenger-Mediated Signaling (GO:0019932),72,7,2494.0,3254.0,0.8847290275913399,17430.0,0.9651011798285424
Dosage Compensation By Inactivation Of X Chromosome (GO:0009048),11,2,3003.0,3003.0,0.8861204980299903,6003.0,0.9662721008668738
Regulation Of Mitotic Cell Cycle (GO:0007346),125,16,2318.5,2380.5,0.888393024980891,36960.0,0.9684025869723526
Negative Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060315),11,2,3016.5,3016.5,0.8893646223389179,6030.0,0.9687664835660209
Negative Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051280),11,2,3016.5,3016.5,0.8893646223389179,6030.0,0.9687664835660209
Ras Protein Signal Transduction (GO:0007265),144,14,2346.5714285714284,2055.0,0.8909301582285181,32747.0,0.9697164919506518
Positive Regulation Of DNA Recombination (GO:0045911),51,7,2507.8571428571427,3040.0,0.8909367190403599,17527.0,0.9697164919506518
Calcium Ion Import Across Plasma Membrane (GO:0098703),37,4,2688.0,2678.0,0.8911943533661026,10742.0,0.9697164919506518
Regulation Of Neuron Apoptotic Process (GO:0043523),105,16,2324.3125,2529.5,0.892232103228271,37053.0,0.9704173845262271
Positive Regulation Of Cell Projection Organization (GO:0031346),118,11,2398.090909090909,2446.0,0.8927860150806939,26313.0,0.9704173845262271
Regulation Of Cell Communication By Electrical Coupling (GO:0010649),12,2,3031.0,3031.0,0.8927967708198831,6059.0,0.9704173845262271
Regulation Of Cold-Induced Thermogenesis (GO:0120161),146,14,2351.3571428571427,2362.0,0.893845902529636,32814.0,0.9708730984667493
Development Of Primary Male Sexual Characteristics (GO:0046546),46,3,2815.3333333333335,2867.0,0.894503814053458,8440.0,0.9708730984667493
Male Gonad Development (GO:0008584),46,3,2815.3333333333335,2867.0,0.894503814053458,8440.0,0.9708730984667493
Gonad Development (GO:0008406),53,3,2815.3333333333335,2867.0,0.894503814053458,8440.0,0.9708730984667493
Inner Ear Receptor Cell Stereocilium Organization (GO:0060122),11,1,3534.0,3534.0,0.8960446247464509,3533.0,0.9708730984667493
Positive Regulation Of Neurogenesis (GO:0050769),75,7,2519.714285714286,2350.0,0.8960630903380946,17610.0,0.9708730984667493
Cellular Response To Hormone Stimulus (GO:0032870),94,12,2386.4166666666665,2561.0,0.8963939724539187,28559.0,0.9708730984667493
Inositol Phosphate Biosynthetic Process (GO:0032958),10,1,3537.0,3537.0,0.8968052738336719,3536.0,0.9708730984667493
Organophosphate Biosynthetic Process (GO:0090407),34,1,3537.0,3537.0,0.8968052738336719,3536.0,0.9708730984667493
Mitotic Spindle Assembly (GO:0090307),44,3,2827.0,3428.0,0.8977420297577752,8475.0,0.9708730984667493
Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239),27,3,2832.3333333333335,3034.0,0.8992000155537956,8491.0,0.9708730984667493
Response To Exogenous dsRNA (GO:0043330),35,1,3548.0,3548.0,0.8995943204868159,3547.0,0.9708730984667493
Response To dsRNA (GO:0043331),25,1,3548.0,3548.0,0.8995943204868159,3547.0,0.9708730984667493
Positive Regulation Of Interleukin-17 Production (GO:0032740),24,1,3548.0,3548.0,0.8995943204868159,3547.0,0.9708730984667493
Positive Regulation Of Heart Rate (GO:0010460),17,2,3061.5,3061.5,0.8998397036060002,6120.0,0.9708730984667493
Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),31,1,3551.0,3551.0,0.9003549695740369,3550.0,0.9708730984667493
Positive Regulation Of Cation Transmembrane Transport (GO:1904064),18,1,3551.0,3551.0,0.9003549695740369,3550.0,0.9708730984667493
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),28,1,3551.0,3551.0,0.9003549695740369,3550.0,0.9708730984667493
Basement Membrane Organization (GO:0071711),10,1,3551.0,3551.0,0.9003549695740369,3550.0,0.9708730984667493
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886),26,1,3551.0,3551.0,0.9003549695740369,3550.0,0.9708730984667493
Endomembrane System Organization (GO:0010256),196,17,2326.823529411765,2469.0,0.900755837687965,39403.0,0.9708730984667493
Cilium Movement (GO:0003341),59,10,2436.7,2573.5,0.901635591448813,24312.0,0.9708730984667493
Negative Regulation Of Defense Response (GO:0031348),112,7,2533.714285714286,3564.0,0.9018981122277951,17708.0,0.9708730984667493
G1/S Transition Of Mitotic Cell Cycle (GO:0000082),63,4,2722.25,2691.5,0.9022943250991414,10879.0,0.9708730984667493
Positive Regulation Of Viral Genome Replication (GO:0045070),29,1,3561.0,3561.0,0.9028904665314406,3560.0,0.9708730984667493
Positive Regulation Of Viral Process (GO:0048524),41,1,3561.0,3561.0,0.9028904665314406,3560.0,0.9708730984667493
Regulation Of mRNA Metabolic Process (GO:1903311),15,1,3561.0,3561.0,0.9028904665314406,3560.0,0.9708730984667493
Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003),17,4,2724.25,2929.0,0.9029180136915953,10887.0,0.9708730984667493
Regulation Of Execution Phase Of Apoptosis (GO:1900117),24,1,3564.0,3564.0,0.9036511156186616,3563.0,0.9708730984667493
Arachidonic Acid Metabolic Process (GO:0019369),52,1,3564.0,3564.0,0.9036511156186616,3563.0,0.9708730984667493
Cellular Response To UV-B (GO:0071493),11,2,3078.5,3078.5,0.9036614042190464,6154.0,0.9708730984667493
Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894),13,2,3081.0,3081.0,0.9042171172473468,6159.0,0.9708730984667493
Extracellular Transport (GO:0006858),13,2,3086.0,3086.0,0.9053237848262693,6169.0,0.9708730984667493
Microtubule-Based Transport (GO:0099111),13,2,3086.0,3086.0,0.9053237848262693,6169.0,0.9708730984667493
Regulation Of Smooth Muscle Contraction (GO:0006940),20,11,2423.090909090909,2439.0,0.9056442722770077,26588.0,0.9708730984667493
Nuclear Pore Complex Assembly (GO:0051292),10,1,3572.0,3572.0,0.9056795131845845,3571.0,0.9708730984667493
Nuclear Pore Organization (GO:0006999),14,1,3572.0,3572.0,0.9056795131845845,3571.0,0.9708730984667493
Positive Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900370),10,1,3572.0,3572.0,0.9056795131845845,3571.0,0.9708730984667493
Regulation Of miRNA-mediated Gene Silencing (GO:0060964),15,1,3572.0,3572.0,0.9056795131845845,3571.0,0.9708730984667493
Positive Regulation Of Exosomal Secretion (GO:1903543),14,1,3575.0,3575.0,0.9064401622718056,3574.0,0.971003248583126
Regulation Of Exosomal Secretion (GO:1903541),18,1,3575.0,3575.0,0.9064401622718056,3574.0,0.971003248583126
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),60,7,2547.4285714285716,2142.0,0.9073880711876083,17804.0,0.9712413408405004
Negative Regulation Of Cytokine Production Involved In Immune Response (GO:0002719),16,1,3580.0,3580.0,0.9077079107505074,3579.0,0.9712413408405004
Regulation Of Macrophage Cytokine Production (GO:0010935),13,1,3580.0,3580.0,0.9077079107505074,3579.0,0.9712413408405004
Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168),36,6,2596.6666666666665,3052.0,0.9081485543700628,15559.0,0.9712413408405004
Water-Soluble Vitamin Metabolic Process (GO:0006767),40,4,2741.75,2984.0,0.9082609115628248,10957.0,0.9712413408405004
Endoplasmic Reticulum Organization (GO:0007029),54,6,2601.1666666666665,2830.5,0.9097672512492184,15586.0,0.9725098203008886
Histone H4-K16 Acetylation (GO:0043984),12,3,2876.3333333333335,3437.0,0.9107032397306303,8623.0,0.9731679360892208
Wound Healing (GO:0042060),80,3,2882.0,3679.0,0.9121177607901396,8640.0,0.9743367641633067
Regulation Of Gluconeogenesis (GO:0006111),31,2,3120.5,3120.5,0.9127845633955263,6238.0,0.9747063281531138
Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029),53,5,2673.6,3036.0,0.9132211619248048,13353.0,0.9748272442220595
N-acetylneuraminate Metabolic Process (GO:0006054),10,1,3603.0,3603.0,0.9135395537525356,3602.0,0.9748272442220595
Neuron Projection Guidance (GO:0097485),124,10,2466.0,2168.5,0.915030715833461,24605.0,0.9749201456016007
Mitotic Spindle Elongation (GO:0000022),10,1,3609.0,3609.0,0.9150608519269778,3608.0,0.9749201456016007
Mitotic Spindle Midzone Assembly (GO:0051256),10,1,3609.0,3609.0,0.9150608519269778,3608.0,0.9749201456016007
Inorganic Cation Import Across Plasma Membrane (GO:0098659),103,6,2618.6666666666665,2678.0,0.9158712439042151,15691.0,0.9749201456016007
Glycolipid Biosynthetic Process (GO:0009247),43,2,3139.0,3139.0,0.916659121693051,6275.0,0.9749201456016007
GPI Anchor Metabolic Process (GO:0006505),27,2,3139.0,3139.0,0.916659121693051,6275.0,0.9749201456016007
GPI Anchor Biosynthetic Process (GO:0006506),30,2,3139.0,3139.0,0.916659121693051,6275.0,0.9749201456016007
Regulation Of Transcription By RNA Polymerase III (GO:0006359),26,3,2901.3333333333335,2670.0,0.9168312383695407,8698.0,0.9749201456016007
Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961),44,1,3616.0,3616.0,0.9168356997971603,3615.0,0.9749201456016007
Positive Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060340),14,1,3616.0,3616.0,0.9168356997971603,3615.0,0.9749201456016007
Glycoprotein Biosynthetic Process (GO:0009101),80,6,2623.8333333333335,2995.5,0.9176158594852909,15722.0,0.9753181681929262
Positive Regulation Of Cell Adhesion (GO:0045785),88,4,2775.0,2759.5,0.9178520878418617,11090.0,0.9753181681929262
Positive Regulation Of Heterochromatin Formation (GO:0031453),13,1,3629.0,3629.0,0.920131845841785,3628.0,0.9769037989512366
Positive Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090309),10,1,3629.0,3629.0,0.920131845841785,3628.0,0.9769037989512366
Positive Regulation Of Kinase Activity (GO:0033674),104,8,2544.625,2342.5,0.9212396444182499,20321.0,0.9769037989512366
Gland Development (GO:0048732),74,6,2635.0,3115.0,0.9212980593641075,15789.0,0.9769037989512366
Respiratory System Development (GO:0060541),32,2,3162.5,3162.5,0.921453995295023,6322.0,0.9769037989512366
Golgi Organization (GO:0007030),130,10,2484.2,2714.0,0.9226332961839887,24787.0,0.9769037989512366
Regulation Of Actin Polymerization Or Depolymerization (GO:0008064),27,2,3169.0,3169.0,0.922755117421224,6335.0,0.9769037989512366
Heart Process (GO:0003015),16,3,2927.6666666666665,3165.0,0.9229758580113889,8777.0,0.9769037989512366
Positive Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901018),13,1,3641.0,3641.0,0.9231744421906694,3640.0,0.9769037989512366
Positive Regulation Of Voltage-Gated Potassium Channel Activity (GO:1903818),10,1,3641.0,3641.0,0.9231744421906694,3640.0,0.9769037989512366
Protein Modification By Small Protein Removal (GO:0070646),114,7,2590.4285714285716,2771.0,0.9231875709205638,18105.0,0.9769037989512366
Negative Regulation Of Small Molecule Metabolic Process (GO:0062014),33,3,2928.6666666666665,3113.0,0.9232030305427914,8780.0,0.9769037989512366
Regulation Of Long-Term Synaptic Potentiation (GO:1900271),31,4,2797.5,3298.5,0.9239321669559867,11180.0,0.9769978445187021
Negative Regulation Of RNA Metabolic Process (GO:0051253),11,1,3644.0,3644.0,0.9239350912778904,3643.0,0.9769978445187021
Response To Fatty Acid (GO:0070542),19,1,3650.0,3650.0,0.9254563894523326,3649.0,0.9775857131975613
Regulation Of Amide Metabolic Process (GO:0034248),41,1,3650.0,3650.0,0.9254563894523326,3649.0,0.9775857131975613
Mitochondrial RNA Metabolic Process (GO:0000959),20,1,3650.0,3650.0,0.9254563894523326,3649.0,0.9775857131975613
Negative Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901386),12,1,3653.0,3653.0,0.9262170385395536,3652.0,0.9776372514966387
Histone H4-K8 Acetylation (GO:0043982),15,1,3654.0,3654.0,0.9264705882352939,3653.0,0.9776372514966387
Histone H4-K5 Acetylation (GO:0043981),15,1,3654.0,3654.0,0.9264705882352939,3653.0,0.9776372514966387
tRNA Processing (GO:0008033),50,5,2719.0,2593.0,0.9268713311265554,13580.0,0.9777205222091927
Cardiac Myofibril Assembly (GO:0055003),15,2,3194.5,3194.5,0.9277547341708597,6386.0,0.9780070027174197
Regulation Of Steroid Metabolic Process (GO:0019218),21,4,2814.75,2845.0,0.9283733877218109,11249.0,0.9780070027174197
Positive Regulation Of Macrophage Activation (GO:0043032),17,1,3663.0,3663.0,0.9287525354969572,3662.0,0.9780070027174197
Positive Regulation Of Neuroinflammatory Response (GO:0150078),12,1,3663.0,3663.0,0.9287525354969572,3662.0,0.9780070027174197
Positive Regulation Of Cell Activation (GO:0050867),15,1,3663.0,3663.0,0.9287525354969572,3662.0,0.9780070027174197
Purine-Containing Compound Biosynthetic Process (GO:0072522),17,3,2957.6666666666665,3847.0,0.9295983267652326,8867.0,0.9785192767979822
Icosanoid Secretion (GO:0032309),12,3,2960.0,3203.0,0.9300968700384004,8874.0,0.9785192767979822
Positive Regulation Of Cell Morphogenesis Involved In Differentiation (GO:0010770),12,1,3670.0,3670.0,0.9305273833671397,3669.0,0.9785192767979822
Positive Regulation Of Dendrite Morphogenesis (GO:0050775),17,1,3670.0,3670.0,0.9305273833671397,3669.0,0.9785192767979822
Regulation Of Lamellipodium Assembly (GO:0010591),33,3,2963.6666666666665,2977.0,0.9308755308317825,8885.0,0.9785466652826834
Regulation Of Gene Expression By Genomic Imprinting (GO:0006349),10,3,2967.0,2895.0,0.9315783672242218,8895.0,0.9789467587779959
Angiogenesis Involved In Wound Healing (GO:0060055),10,1,3679.0,3679.0,0.932809330628803,3678.0,0.9799013646093719
Myofibril Assembly (GO:0030239),46,3,2988.6666666666665,3165.0,0.9360310110685194,8960.0,0.9829458042261189
Placenta Development (GO:0001890),22,3,2996.3333333333335,3203.0,0.9375590265871552,8983.0,0.984210201372418
Response To Amino Acid (GO:0043200),30,3,3002.0,3174.0,0.9386726530653108,9000.0,0.9849314785449326
Dolichol Metabolic Process (GO:0019348),14,1,3703.0,3703.0,0.9388945233265716,3702.0,0.9849314785449326
Regulation Of Interleukin-17 Production (GO:0032660),34,3,3005.6666666666665,3548.0,0.9393861318755856,9011.0,0.985107030941674
Aerobic Electron Transport Chain (GO:0019646),68,3,3013.3333333333335,2763.0,0.9408600253629034,9034.0,0.9863122005012078
Maturation Of 5.8S rRNA (GO:0000460),16,2,3271.0,3271.0,0.9417499314522,6539.0,0.9869045504490458
Cilium Assembly (GO:0060271),243,13,2470.3846153846152,2628.0,0.9428600714172004,32024.0,0.9871701457131782
Proton Transmembrane Transport (GO:1902600),49,4,2878.5,2891.0,0.943181467378716,11504.0,0.9871701457131782
Determination Of Left/Right Symmetry (GO:0007368),45,5,2783.2,2759.0,0.9434610357598456,13901.0,0.9871701457131782
Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020),30,4,2883.75,3016.5,0.9442918977707592,11525.0,0.9871701457131782
Response To Peptide Hormone (GO:0043434),55,4,2884.0,2840.5,0.9443443733618504,11526.0,0.9871701457131782
Regulation Of Autophagy (GO:0010506),241,21,2368.3809523809523,2715.0,0.9449300078731506,49505.0,0.9871701457131782
Cellular Response To Estrogen Stimulus (GO:0071391),15,3,3037.6666666666665,2905.0,0.9453794287365509,9107.0,0.9871701457131782
Regulation Of Monooxygenase Activity (GO:0032768),12,2,3295.5,3295.5,0.9459138566355557,6588.0,0.9871701457131782
Barbed-End Actin Filament Capping (GO:0051016),18,1,3731.0,3731.0,0.9459939148073019,3730.0,0.9871701457131782
Regulation Of Lipid Biosynthetic Process (GO:0046890),28,1,3731.0,3731.0,0.9459939148073019,3730.0,0.9871701457131782
Actin Filament Capping (GO:0051693),18,1,3731.0,3731.0,0.9459939148073019,3730.0,0.9871701457131782
Actin Polymerization Or Depolymerization (GO:0008154),53,7,2666.285714285714,2891.0,0.9461381381415161,18636.0,0.9871701457131782
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474),18,2,3306.5,3306.5,0.9477331383986514,6610.0,0.9871701457131782
Response To Type II Interferon (GO:0034341),80,1,3739.0,3739.0,0.9480223123732249,3738.0,0.9871701457131782
Negative Regulation Of Alcohol Biosynthetic Process (GO:1902931),12,1,3739.0,3739.0,0.9480223123732249,3738.0,0.9871701457131782
Clathrin-Dependent Endocytosis (GO:0072583),27,6,2730.6666666666665,2598.0,0.948134064673447,16363.0,0.9871701457131782
Post-Transcriptional Gene Silencing (GO:0016441),11,1,3746.0,3746.0,0.9497971602434074,3745.0,0.9871701457131782
Negative Regulation Of Transcription Elongation By RNA Polymerase II (GO:0034244),14,1,3746.0,3746.0,0.9497971602434074,3745.0,0.9871701457131782
Regulation Of Viral Transcription (GO:0046782),17,1,3746.0,3746.0,0.9497971602434074,3745.0,0.9871701457131782
"tRNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0006388)",11,1,3746.0,3746.0,0.9497971602434074,3745.0,0.9871701457131782
"RNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0000394)",11,1,3746.0,3746.0,0.9497971602434074,3745.0,0.9871701457131782
"Negative Regulation Of DNA-templated Transcription, Elongation (GO:0032785)",18,1,3746.0,3746.0,0.9497971602434074,3745.0,0.9871701457131782
Positive Regulation Of Protein Localization To Nucleus (GO:1900182),72,4,2913.0,3182.0,0.9501875424138084,11642.0,0.9871701457131782
Regulation Of RIG-I Signaling Pathway (GO:0039535),18,1,3751.0,3751.0,0.9510649087221092,3750.0,0.9871701457131782
Mitotic Spindle Organization (GO:0007052),85,8,2640.375,2626.5,0.9513387428473832,21087.0,0.9871701457131782
Positive Regulation Of Axonogenesis (GO:0050772),38,2,3332.5,3332.5,0.9519095385099741,6662.0,0.9871701457131782
Positive Regulation Of Neuron Apoptotic Process (GO:0043525),23,5,2821.6,3561.0,0.951960562808884,14093.0,0.9871701457131782
Regulation Of Dendrite Development (GO:0050773),41,6,2748.1666666666665,2883.5,0.9521884860788302,16468.0,0.9871701457131782
Response To Unfolded Protein (GO:0006986),44,4,2923.75,2972.5,0.9522330890186282,11685.0,0.9871701457131782
Hepaticobiliary System Development (GO:0061008),23,5,2824.8,3117.0,0.95262330527139,14109.0,0.9871701457131782
Energy Reserve Metabolic Process (GO:0006112),18,3,3080.0,3203.0,0.9526824942783579,9234.0,0.9871701457131782
Regulation Of Cellular Respiration (GO:0043457),17,3,3081.0,3423.0,0.9528466327873079,9237.0,0.9871701457131782
