Pathway,N_Overlap,P_Value,Effect_Size,Median_Rank,FDR
Dolichol-Linked Oligosaccharide Biosynthetic Process (GO:0006488),15,0.08697126850971398,0.20270060345342655,32619.0,0.09550337115317806
Negative Regulation Of Type I Interferon Production (GO:0032480),35,0.08744131042896403,0.13242251861801269,40592.0,0.09598077658062233
T Cell Migration (GO:0072678),17,0.08817699899606457,0.18934475204142598,31245.0,0.09674926876534717
Positive Regulation Of B Cell Proliferation (GO:0030890),29,0.09101424833743049,0.14309891504729666,32055.0,0.09982207882169797
Dicarboxylic Acid Catabolic Process (GO:0043649),16,0.09107669457566009,0.19258546519154363,38852.0,0.09985030602410135
Regulation Of Neurotransmitter Transport (GO:0051588),21,0.09220166292816256,0.16724521229779354,35842.0,0.10101700204192358
Autophagy Of Nucleus (GO:0044804),17,0.09221515296694716,0.18586759141019482,33751.0,0.10101700204192358
acetyl-CoA Metabolic Process (GO:0006084),16,0.09230909093883766,0.19150501389151675,38206.0,0.10107919780742287
Activation Of Phospholipase C Activity (GO:0007202),26,0.0926003177009374,0.15003719328942666,39061.5,0.10135728939498984
Intracellular pH Reduction (GO:0051452),31,0.09279654487357869,0.13728648782716368,39154.0,0.10153121562998152
Regulation Of miRNA-mediated Gene Silencing (GO:0060964),15,0.09300721564586412,0.1971573294032516,38635.0,0.10172079877633712
Regulation Of Golgi Organization (GO:1903358),14,0.0933830204035545,0.20372822958883918,37560.5,0.10209076185597599
Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922),19,0.09343567330986302,0.17484179288468937,40778.0,0.10210728461343006
Cellular Response To Interferon-Beta (GO:0035458),21,0.09385140128918062,0.16599612279583598,36814.0,0.10252040622753868
Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145),19,0.09433463325588487,0.1741310794562937,40163.0,0.10300690584343912
Regulation Of Exosomal Secretion (GO:1903541),17,0.094579059727739,0.18388415712829642,39469.0,0.10323236053750004
Regulation Of Transforming Growth Factor Beta Production (GO:0071634),16,0.09461741677032531,0.18950966431324123,32756.0,0.10323280128972517
Negative Regulation Of Phagocytosis (GO:0050765),13,0.09531215411472549,0.20958060898712538,34563.0,0.10394910152047046
Toll-Like Receptor 4 Signaling Pathway (GO:0034142),16,0.09575735462944357,0.1885375070951295,38602.5,0.10439278741165793
Bile Acid And Bile Salt Transport (GO:0015721),21,0.09584896640791785,0.16450518225135813,42163.0,0.10445079672657714
Positive Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905898),17,0.09650726680636923,0.18229319212249728,42246.0,0.105126057554395
Response To Interferon-Beta (GO:0035456),27,0.09682585409363631,0.14444850188302039,36814.0,0.10543087395303874
Inner Mitochondrial Membrane Organization (GO:0007007),24,0.09849514385791563,0.15206779334681098,37563.0,0.10720559875691499
Negative Regulation Of Cell-Substrate Junction Organization (GO:0150118),14,0.09883979062892867,0.1987876994598562,35775.5,0.10749469432654378
Negative Regulation Of Focal Adhesion Assembly (GO:0051895),14,0.09883979062892867,0.1987876994598562,35775.5,0.10749469432654378
rRNA Transcription (GO:0009303),13,0.09955500881894158,0.20563426456440081,41097.0,0.1082292661820628
"Nuclear-Transcribed mRNA Catabolic Process, Exonucleolytic (GO:0000291)",15,0.10099992397545832,0.19021197214421803,36418.0,0.10975620983349846
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880),15,0.10128202310474615,0.18997430841847407,32405.0,0.11001881104029934
Receptor Clustering (GO:0043113),19,0.10144220542381427,0.1686801800054719,36193.0,0.11014882185739513
tRNA Aminoacylation (GO:0043039),11,0.10150624254445484,0.22161772666622004,40539.0,0.11017437339222554
Positive Regulation Of Transmembrane Transport (GO:0034764),13,0.10327273986007685,0.2022761950866786,35674.0,0.11204700934160712
Positive Regulation Of Triglyceride Metabolic Process (GO:0090208),17,0.10352397610286518,0.1766931827500966,41751.0,0.11227480661873734
Regulation Of Mitochondrial Fission (GO:0090140),22,0.1037046595788389,0.15520227419844013,38131.0,0.11242593625127213
Protein Localization To Mitochondrion (GO:0070585),13,0.10435447052496122,0.20131565240304183,38179.0,0.11308532264059541
Positive Regulation Of Phosphate Metabolic Process (GO:0045937),30,0.10547835136895595,0.13188124333960782,45144.0,0.1142577123550618
Membrane Protein Ectodomain Proteolysis (GO:0006509),21,0.1056003443942537,0.15753702692039218,39811.0,0.11434432195556132
Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223),19,0.10575663966947019,0.1655060793252625,34098.0,0.11442245819449438
Cellular Response To Lectin (GO:1990858),19,0.10575663966947019,0.1655060793252625,34098.0,0.11442245819449438
Maintenance Of Blood-Brain Barrier (GO:0035633),28,0.10583061302005042,0.13629825442511556,42345.5,0.11445696517476625
Regulation Of Granulocyte Macrophage Colony-Stimulating Factor Production (GO:0032645),14,0.10651299835544681,0.1921671330272945,36218.5,0.11514918741129385
Regulation Of Protein Localization To Cell Periphery (GO:1904375),19,0.10668236734516195,0.1648372958926424,38245.0,0.1152864676912358
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),35,0.10791452278757069,0.12080863500157935,39013.0,0.11657168466330113
Negative Regulation Of Viral Life Cycle (GO:1903901),20,0.10798945013270267,0.15975083900136433,35171.0,0.11660631375980597
Negative Regulation Of RNA Biosynthetic Process (GO:1902679),14,0.10819243225363212,0.1907644947585997,36160.5,0.1167791332261426
Regulation Of Dendritic Spine Development (GO:0060998),18,0.10874940129371902,0.16783455100904987,35933.5,0.1173337451483204
Regulation Of Systemic Arterial Blood Pressure By Hormone (GO:0001990),15,0.11023323897171988,0.18267046397535736,34878.0,0.11888755353016577
Negative Regulation Of Platelet Activation (GO:0010544),15,0.11073890158827004,0.1822708171516202,30213.0,0.1193855776139891
Natural Killer Cell Mediated Immunity (GO:0002228),22,0.11179913584477313,0.1498218755799795,36924.0,0.12048084369959704
Mitochondrial Calcium Ion Homeostasis (GO:0051560),13,0.11200574270948921,0.19471900679580123,38037.0,0.12065569115636064
Organelle Fission (GO:0048285),18,0.11281788389844594,0.16490460525951822,36051.5,0.12148244030236459
Cellular Response To Alkaloid (GO:0071312),16,0.1133502920475688,0.1745053325499647,44142.5,0.12200743742358018
Negative Regulation Of Rho Protein Signal Transduction (GO:0035024),16,0.11361225847476453,0.1743086605391303,39328.0,0.12224103759943018
Negative Regulation Of Intracellular Protein Transport (GO:0090317),22,0.11398832648424789,0.14841498689529364,45390.5,0.12259717201943625
Ribosomal Large Subunit Assembly (GO:0000027),20,0.11452855951564067,0.15529641395381255,39514.0,0.12312951853064925
Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753),19,0.11460542797965262,0.1592773784528041,39965.0,0.1231634785083584
Positive Regulation Of Leukocyte Proliferation (GO:0070665),16,0.11488005419345548,0.1733613985122634,35612.0,0.12340985284605012
Central Nervous System Neuron Development (GO:0021954),16,0.11518306874106471,0.17313609703149735,40281.0,0.12368651676892854
Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364),23,0.1153880086343742,0.14428353572730634,36305.0,0.12385768882616331
Positive Regulation Of Cytokine Production Involved In Immune Response (GO:0002720),32,0.11566834938036497,0.12218079278920368,42149.5,0.12410962931542119
Response To Epidermal Growth Factor (GO:0070849),26,0.11711006336969948,0.13470942120193696,36715.5,0.1256070080305925
Vesicle-Mediated Transport Between Endosomal Compartments (GO:0098927),24,0.11760259476446833,0.13991382257941365,38051.0,0.12608555686218126
Dendritic Cell Chemotaxis (GO:0002407),15,0.11778742099105377,0.17683110606573593,37461.0,0.1262339578785131
Negative Regulation Of Ossification (GO:0030279),24,0.11803221734582198,0.13965738168032693,39357.0,0.12644648727082938
Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178),26,0.11811604065864906,0.1341317952446215,42083.5,0.12648646873682104
Positive Regulation Of Cilium Assembly (GO:0045724),18,0.1183267127355388,0.16105517880082454,34139.0,0.1266414439569038
Regulation Of B Cell Proliferation (GO:0030888),43,0.11835387887442994,0.10420292883249305,34563.0,0.1266414439569038
Regulation Of Hippo Signaling (GO:0035330),25,0.11872687671141874,0.13643150221089118,37183.0,0.12699060348213093
Regulation Of Protein Targeting To Membrane (GO:0090313),19,0.1193452056138134,0.15608126452481264,40123.0,0.12760179216571244
Positive Regulation Of Protein Targeting To Membrane (GO:0090314),15,0.1198146355130249,0.17530952712884962,40123.0,0.12805336290586553
Negative Regulation Of Viral Entry Into Host Cell (GO:0046597),18,0.12075636857105637,0.15939767927937498,35171.0,0.12900916045297459
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041),31,0.12083882680179625,0.12142636380167493,38936.0,0.12904656808044201
Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015),45,0.12105562913127871,0.1006972667144792,38925.0,0.1292273591982253
Positive Regulation Of Macrophage Activation (GO:0043032),15,0.12250505532277689,0.17331793166172083,40345.0,0.13072332305922055
Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036),19,0.12327377206137902,0.15349942503493297,30163.0,0.13149202353213763
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042),23,0.12349997092456866,0.13938382054814802,32980.0,0.1316816624519117
Establishment Of Epithelial Cell Polarity (GO:0090162),18,0.12359246981644245,0.1574923293621946,39116.5,0.13172865121501703
Xenobiotic Transport (GO:0042908),20,0.12417128705039687,0.14904647619426992,38916.0,0.13229373316767704
Action Potential (GO:0001508),32,0.12490783172960535,0.11747236193416666,39332.0,0.13301178037587136
Positive Regulation Of Amyloid-Beta Formation (GO:1902004),16,0.12494305105159975,0.16609324742832676,41620.0,0.13301178037587136
Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223),26,0.12527892251646222,0.13011599250158767,43295.0,0.13331716324130566
Heart Contraction (GO:0060047),38,0.12556693496125404,0.10750369184847197,38315.0,0.13357139737763432
"Synaptic Transmission, Cholinergic (GO:0007271)",16,0.12609308922891843,0.16528913275111778,30719.0,0.13407865625592577
Glutamine Family Amino Acid Catabolic Process (GO:0009065),14,0.12639130703033824,0.17647778468506792,39940.0,0.13434324154846425
Innate Immune Response-Activating Signaling Pathway (GO:0002758),14,0.12702540783366506,0.1760069193027778,38442.0,0.13496449582326914
Negative Regulation Of Ras Protein Signal Transduction (GO:0046580),33,0.12743358549667844,0.11445396959918297,36520.0,0.13534531532642147
Amino Acid Import Across Plasma Membrane (GO:0089718),27,0.1276354702153597,0.1264224088643967,39234.0,0.13550682239882061
snRNA 3'-End Processing (GO:0034472),18,0.12857417462017545,0.15421826989359033,39174.5,0.13645015800502427
Fc-gamma Receptor Signaling Pathway (GO:0038094),23,0.1297090050826466,0.13578394143896444,36106.0,0.13760081662433649
Negative Regulation Of Cell-Substrate Adhesion (GO:0010812),35,0.13209912464043289,0.10898132365035418,40197.0,0.14008172281558576
Myeloid Cell Activation Involved In Immune Response (GO:0002275),16,0.13250945751379112,0.1608938867368379,42744.5,0.14046209058359777
Late Endosome To Vacuole Transport (GO:0045324),18,0.1327507289545401,0.15154060043971318,30999.0,0.14066302405779083
Regulation Of Receptor Signaling Pathway Via STAT (GO:1904892),16,0.13305922979185802,0.16052419314685173,42033.0,0.14093500974838544
Phagosome Maturation (GO:0090382),14,0.1339993778091469,0.17093266909544058,39566.0,0.14187555766480325
Regulation Of Amyloid-Beta Formation (GO:1902003),32,0.13520281297513853,0.11250435735272146,41798.5,0.14309402774022445
Superoxide Anion Generation (GO:0042554),18,0.13550799213467718,0.14980454119461672,36232.0,0.1433612363307359
"Negative Regulation Of DNA-templated Transcription, Elongation (GO:0032785)",14,0.1366718793678977,0.16903640458005498,28723.5,0.14453635765189804
Positive Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900017),18,0.13787757020678498,0.14833182299498437,36936.0,0.14575475746694722
Regulation Of Calcium-Mediated Signaling (GO:0050848),29,0.13901342938227745,0.11631646331244383,38709.0,0.14689841799525824
Regulation Of Integrin-Mediated Signaling Pathway (GO:2001044),18,0.1417463669286711,0.1459639665357707,34612.0,0.14972820118290694
Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202),16,0.1426128554329429,0.1542605630296452,38191.5,0.1505850026310577
tRNA Aminoacylation For Protein Translation (GO:0006418),16,0.14365130497025996,0.15359710618296973,42750.0,0.15162264242107376
DNA Repair-Dependent Chromatin Remodeling (GO:0140861),14,0.14435952067280955,0.16371889763443492,43026.0,0.15231105361910086
Autonomic Nervous System Development (GO:0048483),16,0.14445945787579517,0.15308302048376332,41319.0,0.15235739644131946
NAD Metabolic Process (GO:0019674),19,0.14452510028850196,0.14044242435042575,37731.0,0.1523675475909788
RNA Destabilization (GO:0050779),17,0.14612303982531327,0.14749229705823774,37082.0,0.1539925100057544
Intracellular Sodium Ion Homeostasis (GO:0006883),18,0.149173276862198,0.14153806661200685,38254.0,0.15714613209340766
DNA Biosynthetic Process (GO:0071897),16,0.15132388181482875,0.14879233427271188,33173.5,0.159349964590141
"Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043517)",15,0.15144058239977315,0.15359715334621227,34404.0,0.15939713109266984
Ganglioside Metabolic Process (GO:0001573),19,0.15148587642446748,0.13645173700248747,45263.0,0.15939713109266984
Renal Filtration (GO:0097205),13,0.1528931581381237,0.164000024511456,40304.0,0.16081569610815796
Regulation Of Protein Kinase A Signaling (GO:0010738),14,0.15299666599685707,0.15796751171117596,40616.0,0.16086236239329388
Negative Regulation Of Phosphate Metabolic Process (GO:0045936),20,0.15493458196452897,0.13111425356264372,42537.0,0.16283696404309073
Sodium Ion Homeostasis (GO:0055078),25,0.15505746149904037,0.11721547225431228,37877.0,0.16290316542193506
Regulation Of Cytokine Production Involved In Immune Response (GO:0002718),23,0.1557370503442806,0.1218615800152586,40345.0,0.16355396792912866
Glycoprotein Catabolic Process (GO:0006516),14,0.15617833907889522,0.15590338582083496,34910.5,0.16395410354866655
Positive Regulation Of Lipid Metabolic Process (GO:0045834),23,0.15634300555653413,0.12155675503415864,28704.0,0.16406364780623953
Regulation Of Early Endosome To Late Endosome Transport (GO:2000641),17,0.15769345304295146,0.1405988963998266,29270.0,0.16541696578358192
Regulation Of Chemotaxis (GO:0050920),27,0.15930105150533552,0.11083077899132077,46458.0,0.16703888207190154
Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746),18,0.15981039478015296,0.13544802831690772,40513.5,0.1675083906751507
Regulation Of Platelet Activation (GO:0010543),28,0.16164838494809658,0.10778345139806766,37613.0,0.1693696483277437
Establishment Of Endothelial Barrier (GO:0061028),27,0.16171106877081076,0.10973231971140551,41686.0,0.1693700835797479
Membrane Repolarization During Action Potential (GO:0086011),13,0.16192799747309472,0.15798858991721254,39514.0,0.16953200659230855
Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235),22,0.1621476395988879,0.12134188571971771,42040.5,0.16969664475143326
Regulation Of Interleukin-4 Production (GO:0032673),22,0.1633145742800683,0.12075794543553342,47895.5,0.17085217001607145
